district,year,week,cases
Puttalam,2023,50,291
Puttalam,2023,51,259
Puttalam,2024,1,190
Puttalam,2024,2,273
Puttalam,2024,3,257
Puttalam,2024,4,294
Puttalam,2024,5,190
Puttalam,2024,6,222
Puttalam,2024,7,150
Puttalam,2024,8,147
Puttalam,2024,9,104
Puttalam,2024,10,117
Puttalam,2024,11,108
Puttalam,2024,12,63
Puttalam,2024,13,105
Puttalam,2024,14,46
Puttalam,2024,15,114
Puttalam,2024,16,50
Puttalam,2024,17,63
Puttalam,2024,18,37
Puttalam,2024,19,57
Puttalam,2024,20,42
Puttalam,2024,21,65
Puttalam,2024,22,42
Puttalam,2024,23,49
Puttalam,2024,24,88
Puttalam,2024,25,36
Puttalam,2024,27,44
Puttalam,2024,28,39
Puttalam,2024,29,33
Puttalam,2024,30,33
Puttalam,2024,31,35
Puttalam,2024,32,23
Puttalam,2024,33,20
Puttalam,2024,34,17
Puttalam,2024,35,40
Puttalam,2024,37,11
Puttalam,2024,38,8
Puttalam,2024,39,8
Puttalam,2024,40,8
Puttalam,2024,41,8
Puttalam,2024,42,17
Puttalam,2024,43,22
Puttalam,2024,44,32
Puttalam,2024,45,75
Puttalam,2024,46,99
Puttalam,2024,47,105
Puttalam,2024,48,108
Puttalam,2024,49,122
Puttalam,2024,50,155
Puttalam,2024,51,136
Puttalam,2024,52,90
Ratnapura,2023,36,50
Ratnapura,2023,37,49
Ratnapura,2023,38,53
Ratnapura,2023,41,19
Ratnapura,2023,43,38
Trincomalee,2021,1,4
Trincomalee,2021,2,2
Trincomalee,2021,3,3
Trincomalee,2021,44,2
Trincomalee,2021,45,3
Trincomalee,2021,46,1
Trincomalee,2021,47,4
Trincomalee,2021,51,5
Trincomalee,2022,4,3
Trincomalee,2022,5,2
Trincomalee,2022,6,3
Trincomalee,2022,7,16
Trincomalee,2022,8,11
Trincomalee,2022,9,9
Trincomalee,2022,10,6
Trincomalee,2022,11,17
Trincomalee,2022,12,6
Trincomalee,2022,13,5
Trincomalee,2022,14,4
Trincomalee,2022,15,1
Trincomalee,2022,16,2
Trincomalee,2022,17,14
Trincomalee,2022,18,1
Trincomalee,2022,19,3
Trincomalee,2022,21,1
Trincomalee,2022,22,2
Trincomalee,2022,23,2
Trincomalee,2022,24,3
Trincomalee,2022,25,1
Trincomalee,2022,26,6
Trincomalee,2022,29,2
Trincomalee,2022,33,3
Trincomalee,2022,35,1
Trincomalee,2022,37,3
Trincomalee,2022,38,3
Trincomalee,2022,39,2
Trincomalee,2022,40,2
Trincomalee,2022,41,2
Trincomalee,2022,42,2
Trincomalee,2022,44,6
Trincomalee,2022,46,19
Trincomalee,2022,47,9
Trincomalee,2022,48,17
Trincomalee,2022,49,15
Trincomalee,2022,50,23
Trincomalee,2022,51,36
Trincomalee,2022,52,19
Trincomalee,2023,1,31
Trincomalee,2023,3,24
Trincomalee,2023,4,41
Trincomalee,2023,5,27
Trincomalee,2023,6,27
Trincomalee,2023,7,19
Trincomalee,2023,8,35
Trincomalee,2023,9,14
Trincomalee,2023,10,26
Trincomalee,2023,11,22
Trincomalee,2023,12,22
Trincomalee,2023,13,52
Trincomalee,2023,14,35
Trincomalee,2023,15,54
Trincomalee,2023,16,43
Trincomalee,2023,17,36
Trincomalee,2023,18,92
Trincomalee,2023,19,70
Trincomalee,2023,20,90
Trincomalee,2023,21,34
Trincomalee,2023,22,20
Trincomalee,2023,23,52
Trincomalee,2023,24,37
Trincomalee,2023,25,9
Trincomalee,2023,26,37
Trincomalee,2023,27,8
Trincomalee,2023,28,14
Trincomalee,2023,29,11
Trincomalee,2023,30,6
Trincomalee,2023,32,5
Trincomalee,2023,33,4
Trincomalee,2023,34,1
Trincomalee,2023,35,6
Trincomalee,2023,36,6
Trincomalee,2023,37,1
Trincomalee,2023,38,2
Trincomalee,2023,39,4
Trincomalee,2023,40,7
Trincomalee,2023,41,2
Trincomalee,2023,42,8
Trincomalee,2023,43,1
Trincomalee,2023,44,6
Trincomalee,2023,45,17
Trincomalee,2023,46,4
Trincomalee,2023,47,5
Trincomalee,2023,48,5
Trincomalee,2023,49,24
Trincomalee,2023,50,16
Trincomalee,2023,51,10
Trincomalee,2024,1,29
Trincomalee,2024,2,16
Trincomalee,2024,3,31
Trincomalee,2024,4,38
Trincomalee,2024,5,43
Trincomalee,2024,6,25
Trincomalee,2024,7,34
Trincomalee,2024,8,62
Trincomalee,2024,9,49
Trincomalee,2024,10,55
Trincomalee,2024,11,50
Trincomalee,2024,12,41
Trincomalee,2024,13,124
Trincomalee,2024,14,102
Trincomalee,2024,15,272
Trincomalee,2024,16,94
Trincomalee,2024,17,116
Trincomalee,2024,18,156
Trincomalee,2024,19,97
Trincomalee,2024,20,107
Trincomalee,2024,21,80
Trincomalee,2024,22,64
Trincomalee,2024,23,83
Trincomalee,2024,24,131
Trincomalee,2024,25,59
Trincomalee,2024,27,27
Trincomalee,2024,28,23
Trincomalee,2024,29,24
Trincomalee,2024,30,14
Trincomalee,2024,31,14
Trincomalee,2024,32,6
Trincomalee,2024,33,7
Trincomalee,2024,34,10
Trincomalee,2024,35,10
Trincomalee,2024,37,4
Trincomalee,2024,38,3
Trincomalee,2024,39,1
Trincomalee,2024,40,4
Trincomalee,2024,41,6
Trincomalee,2024,42,7
Trincomalee,2024,43,3
Trincomalee,2024,44,12
Trincomalee,2024,45,12
Trincomalee,2024,46,11
Trincomalee,2024,47,11
Trincomalee,2024,48,9
Trincomalee,2024,49,18
Trincomalee,2024,50,27
Trincomalee,2024,51,15
Trincomalee,2024,52,31
Vavuniya,2021,1,1
Vavuniya,2021,2,1
Vavuniya,2021,3,1
Vavuniya,2021,47,1
Vavuniya,2022,5,1
Vavuniya,2022,7,8
Vavuniya,2022,8,2
Vavuniya,2022,9,1
Vavuniya,2022,10,3
Vavuniya,2022,11,1
Vavuniya,2022,13,3
Vavuniya,2022,14,2
Vavuniya,2022,16,2
Vavuniya,2022,19,1
Vavuniya,2022,22,1
Vavuniya,2022,27,1
Vavuniya,2022,28,2
Vavuniya,2022,29,1
Vavuniya,2022,31,1
Vavuniya,2022,33,1
Vavuniya,2022,35,1
Vavuniya,2022,40,1
Vavuniya,2022,42,2
Vavuniya,2022,46,2
Vavuniya,2022,47,1
Vavuniya,2022,48,2
Vavuniya,2022,49,4
Vavuniya,2022,50,3
Vavuniya,2022,51,1
Vavuniya,2022,52,2
Vavuniya,2023,1,5
Vavuniya,2023,3,8
Vavuniya,2023,4,6
Vavuniya,2023,5,8
Vavuniya,2023,6,1
Vavuniya,2023,8,3
Vavuniya,2023,9,2
Vavuniya,2023,10,1
Vavuniya,2023,11,2
Vavuniya,2023,12,2
Vavuniya,2023,13,1
Vavuniya,2023,14,2
Vavuniya,2023,15,1
Vavuniya,2023,16,1
Vavuniya,2023,19,1
Vavuniya,2023,22,1
Vavuniya,2023,23,1
Vavuniya,2023,24,4
Vavuniya,2023,25,1
Vavuniya,2023,26,1
Vavuniya,2023,36,1
Vavuniya,2023,43,1
Vavuniya,2024,20,9
Vavuniya,2024,21,4
Vavuniya,2024,22,4
Vavuniya,2024,23,4
Vavuniya,2024,43,4
Vavuniya,2024,49,1
Vavuniya,2024,50,7
